Group_Name,avg_time_per_book,bookshelf_link,category,curr_reading_authors,curr_reading_titles,group_type,location,member_cnt,tags
Maïka's Books,30.0,https://www.goodreads.com/group/bookshelf/500659-ma-ka-s-books,"Books & Literature, Young Adult",Marissa Meyer,"""Cinder (The Lunar Chronicles, #1)""",This is a public group. Anyone can join and invite others to join.,Canada,5,"bookclub, books, chose-la-la, classicya, contemporary, discussion, discussion-group, fantasy, historical, hypedbooks"
Klub čitatelja Zeleni Plamen,0.0,,"Books & Literature, Science Fiction & Fantasy",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",Croatia,7,"bookclub, fantasy, horror, science-fiction, zeleni-plamen"
The Illiterate Lesbians,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Netherlands,4,bookclub
Kats buddy read corner mystery & TBR book club,3.0,https://www.goodreads.com/group/bookshelf/501454-kats-buddy-read-corner-mystery-tbr-book-club,"Books & Literature, Young Adult",Melissa Albert,"""The Hazel Wood (The Hazel Wood, #1)""",This is a private group. Members must be invited or approved by the group's moderator.,The United Kingdom,3,"bookclub, cozy-mystery, fantasy, magic, mystery, retellings, romance"
10 English,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","3143, Australia",23,bookclub
Low Key Book Club,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,18,"bookclub, lowkey-book-club"
Bookworms (BOB),0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",India,49,"bangalore, bengaluru, bookclub, books"
ElizaReads Book Corner,0.0,,"Books & Literature, General",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,5,"bookclub, booktube, booktuber, classic-books, ya-books"
Trail Head Book Club,0.0,,"Geography, Neighborhoods",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Fort Collins, CO",6,bookclub
Classic Science Fiction that's new to us,0.0,https://www.goodreads.com/group/bookshelf/140888-classic-science-fiction-that-s-new-to-us,"Friends & Common Interest, Science",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,3,"bookclub, classic, science-fiction"
The Digital Book Club: Create. Learn. Inspire.,30.0,https://www.goodreads.com/group/bookshelf/441553-the-digital-book-club-create-learn-inspire,"Books & Literature, Young Adult",Luvvie Ajayi,"""I'm Judging You: The Do-Better Manual""",This is a public group. Anyone can join and invite others to join.,NA,44,"bookclub, create, digital, inspire, learn"
CSUELA,0.0,,"Books & Literature, Literature & Fiction",,,This is a private group. Members must be invited or approved by the group's moderator.,"Fort Collins, CO",4,"bookclub, education-majors, etc, literature-majors"
YA Fairy Tales Club,0.0,,"Books & Literature, Science Fiction & Fantasy",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, fairy-tale, fantasy, romance, young-adult"
DQB Talk Books,0.0,https://www.goodreads.com/group/bookshelf/487506-dqb-talk-books,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, lgbt, lgbtq"
Drink Espresso & Read Books ,0.0,,"Just for Fun, Totally Pointless",,,This is a public group. Anyone can join and invite others to join.,NA,5,bookclub
Great Book Club,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, fiction, fiction-and-nonfiction, history, parenting, romance, science"
OverBooked: A DEG Literary Society,0.0,,"Business, Marketing & Advertising",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,12,"bookclub, deg"
Bookclub-CLA,0.0,,"Friends & Common Interest, Friends",,,This is a private group. Members must be invited or approved by the group's moderator.,Germany,4,"bookclub, fantasylovers, friends, recommadations"
HellBound Books Publishing,0.0,https://www.goodreads.com/group/bookshelf/488142-hellbound-books-publishing,"Books & Literature, Entertainment",,,This is a public group. Anyone can join and invite others to join.,NA,13,"bookclub, books, books-and-literature"
Ms. Clanton's Book Club 2017,0.0,,"Student Groups, Academic Groups",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Bryan, TX",118,"action, bookclub, comic, dystopian, fantasy, graphic-novel, mystery, romance, science-fiction, thriller"
🌈 Queer Book Club 🌈,0.0,,"Student Groups, Social Groups",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Nashville, TN",9,"bookclub, lgbt"
KA Book Readers,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,9,"bookclub, khanacademy"
Bookwarts Club of Pages and Literacy,63.666666666666664,https://www.goodreads.com/group/bookshelf/206996-bookwarts-club-of-pages-and-literacy,"Books & Literature, General","F. Scott Fitzgerald, Anne McCaffrey, Margaret Atwood","""The Great Gatsby"", ""Dragonflight (Dragonriders of Pern, #1)"", ""The Handmaid's Tale""",This is a public group. Anyone can join and invite others to join.,NA,84,"bookclub, harry-potter, young-adult"
Night Owls,31.0,https://www.goodreads.com/group/bookshelf/487028-night-owls,"Books & Literature, General",Robert R. McCammon,"""Swan Song""",This is a public group. Anyone can join and invite others to join.,NA,18,"book, bookclub, books, club, fiction, night, owl, science-fiction, scifi, ya"
the book readers,0.0,,"Books & Literature, Young Adult",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,8,"bookclub, fairy-tales, fantasy"
SciFiBN,0.0,,"Books & Literature, Science Fiction & Fantasy",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",NA,6,"bookclub, science-fiction"
"Steampunk, New Weird, Bizarro, Scifi, Fantasy Book Group",27.5,https://www.goodreads.com/group/bookshelf/28367-steampunk-new-weird-bizarro-scifi-fantasy-book-group,"Books & Literature, Science Fiction & Fantasy","Kameron Hurley, Indra Das","""The Stars Are Legion"", ""The Devourers""",This is a public group. Anyone can join and invite others to join.,NA,1993,"bizzaro, bookclub, fantasy, reading-challenges, reading-goals, science-fiction, steampunk, young-adult"
Willow Winters Books,0.0,,"Books & Literature, Romance",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,516,"bookclub, willow-winters"
2018 ONTD Reading Challenge,0.0,,"Entertainment & Arts, General",,,This is a public group. Anyone can join and invite others to join.,Brazil,652,"bookclub, ontd, reading-challenge"
The Green Jell-O Book Club: A Goodreads Group about Fiction Written by LDS Authors,0.0,https://www.goodreads.com/group/bookshelf/187020-the-green-jell-o-book-club-a-goodreads-group-about-fiction-written-by-l,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,264,"book-club, bookclub, fiction, lds, mormons, whitney-awards"
The Reading Frenzy ,0.0,,"Books & Literature, Literature & Fiction",,,"This is a private group. Members must be invited or approved by the group's moderator.
            This group is accepting new members.",NA,747,"bookclub, literary-fiction, tumblr"
A Novel Bunch,0.0,,"Books & Literature, Nonfiction",,,This is a private group. Members must be invited or approved by the group's moderator.,"Raleigh, NC",2,bookclub
BooksKebabs,60.0,https://www.goodreads.com/group/bookshelf/375981-bookskebabs,"Books & Literature, General",Dan Brown,"""Origin (Robert Langdon, #5)""",This is a private group. Members must be invited or approved by the group's moderator.,NA,2,"bookclub, fantasy, mystery, syfy, workforce4life"
Stevie's Online Bookclub,0.0,,"Friends & Common Interest, Friends",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,2,"bookclub, bookclub-any-type-of-book, fantasy, fiction, historical, historical-fiction, nonfiction, seriously-just-read-a-book"
Rajkot Readers Club ,0.0,https://www.goodreads.com/group/bookshelf/376321-rajkot-readers-club,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,India,2,"bookclub, gujarat, india, rajkot, youngadults"
Lockdown SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,5,"bookclub, dystopian"
Among the Hidden SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,3,"bookclub, dystopian"
Feed SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,3,"bookclub, dystopian"
The Giver SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,3,"bookclub, dystopian"
Warcross SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,5,"bookclub, dystopian"
Dreambender SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,5,"bookclub, dystopian"
City of Ember SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,4,"bookclub, dystopian"
1984 SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,4,"bookclub, dystopian"
The Fifth Wave SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,6,"bookclub, dystopian"
Free to Fall SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,4,"bookclub, dystopian"
Uglies SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,5,"bookclub, dystopian"
The Compound SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,7,"bookclub, dystopian"
Matched SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,3,"bookclub, dystopian"
Delirium SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,3,"bookclub, dystopian"
Animal Farm SWM 2017-18,0.0,,"Student Groups, Study Groups",,,This is a restricted group. Members can join if they have an email address at one of these domains: @parkwayschools.net.,NA,8,"bookclub, dystopian"
Miscellany Pages - Book Group with Variety - Expand Your Reading Horizons,30.0,https://www.goodreads.com/group/bookshelf/380779-miscellany-pages---book-group-with-variety---expand-your-reading-horizon,"Books & Literature, Literature & Fiction","Victor Hugo, Lee Fahnestock</span></a> <span class=""authorName greyText smallText role"">(Translator)","""Les Misérables""",This is a public group. Anyone can join and invite others to join.,The United Kingdom,2,"bookclub, bookclub-any-type-of-book, discussions, literature-and-fiction, reviews"
